Name,Address,City,State,Zip,Phone,Notes,Membership
Walmart Supercenter,14501 Hancock Village Street,Chesterfield,VA,23832,804-739-2119,,
Walmart Supercenter,2400 N Franklin Street,Christiansburg,VA,24073,540-381-3705,,
Walmart Supercenter,671 Southpark Boulevard,Colonial Heights,VA,23834,804-526-0844,,
Walmart Supercenter,313 Thacker Avenue,Covington,VA,24426,540-962-6670,,
Walmart Supercenter,801 James Madison Highway,Culpeper,VA,22701,540-825-2723,,
Walmart Supercenter,515 Mount Cross Road,Danville,VA,24540,434-799-6902,,
Walmart Neighborhood Market,211 Nor Dan Drive,Danville,VA,24540,434-441-4253,,
Walmart Supercenter,5225 Alexander Road,Dublin,VA,24084,540-674-5385,,
Walmart Supercenter,24635 Dulles Landing Drive,Dulles,VA,20166,571-367-3036,,
Walmart Supercenter,17041 Jefferson Davis Highway,Dumfries,VA,22026,703-221-4116,,
Walmart Supercenter,308 Market Drive,Emporia,VA,23847,434-336-9269,,
Walmart Supercenter,13059 Fair Lakes Parkway,Fairfax,VA,22033,703-631-9450,,
Walmart Supercenter,11181 Lee Highway,Fairfax,VA,22030,703-995-5061,,
Walmart Supercenter,1800 Peery Drive,Farmville,VA,23901,434-392-5334,,
Walmart Neighborhood Market,16807 Forest Road,Forest,VA,24551,434-209-6041,,
Walmart Supercenter,1500 Armory Drive,Franklin,VA,23851,757-562-6776,,
Walmart Supercenter,1800 Carl D Silver Parkway,Fredericksburg,VA,22401,540-786-2090,,
Walmart Supercenter,11 Village Parkway,Fredericksburg,VA,22406,540-752-2125,,
Walmart Supercenter,123 Washington Square Plaza,Fredericksburg,VA,22405,540-899-8890,,
Walmart Supercenter,1000 Southpoint Parkway,Fredericksburg,VA,22407,540-834-4142,,
Walmart Supercenter,10 Riverton Commons Drive,Front Royal,VA,22630,540-635-4140,,
Walmart Supercenter,1140 E Stuart Drive,Galax,VA,24333,276-236-7113,,
Walmart Supercenter,11400 W Broad Street,Glen Allen,VA,23060,804-360-9777,,
Walmart Supercenter,6819 Walton Lane,Gloucester,VA,23061,804-694-0110,,
Walmart Supercenter,164 Camp Creek Parkway,Gordonsville,VA,22942,540-832-1259,,
Walmart Supercenter,1179 Riverview Street,Grundy,VA,24614,276-244-3007,,
Walmart Neighborhood Market,117 Marketplace Drive,Hampton,VA,23666,757-637-4861,,
Walmart Supercenter,1900 Cunningham Drive,Hampton,VA,23666,757-826-6377,,
Walmart Supercenter,171 Burgess Road,Harrisonburg,VA,22801,540-433-0808,,
Walmart Supercenter,2160 Jon Wayland Highway,Harrisonburg,VA,22801,540-438-0349,,
Walmart Supercenter,6530 Trading Square,Haymarket,VA,20169,703-468-2445,,
Walmart Supercenter,5001 Nine Mile Road,Henrico,VA,23223,804-253-1528,,
Walmart Supercenter,468 Trade Center Lane,Jonesville,VA,24263,276-346-2860,,
Walmart Supercenter,200 Old Fairgrounds Way,Kilmarnock,VA,22482,804-435-6148,,
Walmart Supercenter,16375 Merchant Lane,King George,VA,22485,540-413-3037,,
Walmart Supercenter,1050 Regional Park Road,Lebanon,VA,24266,276-889-1654,,
Walmart Supercenter,19360 Compass Creek Parkway,Leesburg,VA,20175,703-779-0102,,
Walmart Supercenter,1233 N Lee Highway,Lexington,VA,24450,540-464-3535,,
Walmart Supercenter,2533 Germanna Highway,Locust Grove,VA,22508,540-317-2185,,
Walmart Supercenter,1036 US Highway 211 W,Luray,VA,22835,540-743-4111,,
Walmart Supercenter,3900 Wards Road,Lynchburg,VA,24502,434-832-0304,,
Walmart Supercenter,3227 Old Forest Road,Lynchburg,VA,24501,434-200-9132,,
Walmart Neighborhood Market,22088 Timberlake Road,Lynchburg,VA,24502,434-439-3142,,
Walmart Supercenter,197 Madison Heights Square,Madison Heights,VA,24572,434-846-9650,,
Walmart Supercenter,8386 Sudley Road,Manassas,VA,20109,703-330-5253,,
Walmart Supercenter,9401 Liberia Avenue,Manassas,VA,20110,703-257-0403,,
Walmart Supercenter,976 Commonwealth Boulevard,Martinsville,VA,24112,276-634-5110,,
Walmart Supercenter,7430 Bell Creek Road,Mechanicsville,VA,23111,804-730-8877,,
Walmart Supercenter,900 Walmart Way,Midlothian,VA,23113,804-378-9001,,
Walmart Supercenter,12200 Chattanooga Plaza,Midlothian,VA,23112,804-744-8437,,
Walmart Supercenter,12401 Jefferson Avenue,Newport News,VA,23602,757-874-4434,,
Walmart Supercenter,6111 Jefferson Avenue,Newport News,VA,23605,757-637-4205,,
Walmart Neighborhood Market,11214 Jefferson Avenue,Newport News,VA,23601,757-327-7473,,
Walmart Neighborhood Market,1720 E Little Creek Road,Norfolk,VA,23518,757-480-0654,,
Walmart Neighborhood Market,3350 E Princess Anne Road,Norfolk,VA,23502,757-216-0632,,
Walmart Supercenter,1170 N Military Highway,Norfolk,VA,23502,757-461-6330,,
Walmart Supercenter,7530 Tidewater Drive,Norfolk,VA,23505,757-480-0587,,
Walmart Neighborhood Market,5700 Hopkins Road,North Chesterfield,VA,23234,804-253-0445,,
Walmart Supercenter,780 Commonwealth Drive,Norton,VA,24273,276-679-7327,,
Walmart Supercenter,26036 Lankford Highway,Onley,VA,23418,757-302-4089,,
Walmart Supercenter,160 Kinter Way,Pearisburg,VA,24134,540-921-1204,,
Walmart Supercenter,3500 S Crater Road,Petersburg,VA,23805,804-957-6444,,
Walmart Supercenter,1098 Frederick Boulevard,Portsmouth,VA,23707,757-399-1795,,
Walmart Supercenter,13320 G.c. Peery Highway,Pounding Mill,VA,24637,276-596-9706,,
Walmart Supercenter,1950 Anderson Highway,Powhatan,VA,23139,804-464-9887,,
Walmart Supercenter,7373 Peppers Ferry Boulevard,Radford,VA,24141,540-731-3378,,
Walmart Supercenter,2410 Sheila Lane,Richmond,VA,23225,804-320-6991,,
Walmart Supercenter,6920 Forest Avenue,Richmond,VA,23230,804-774-2236,,
Walmart Supercenter,7901 Brook Road,Richmond,VA,23227,804-553-8432,,
Walmart Supercenter,1504 N Parham Road,Richmond,VA,23229,804-270-6034,,
Walmart Neighborhood Market,5221 Brook Road,Richmond,VA,23227,804-266-4768,,
Walmart Neighborhood Market,2141 Dale Avenue,Roanoke,VA,24013,540-613-6644,,
Walmart Neighborhood Market,4950 Plantation Road,Roanoke,VA,24019,540-283-5101,,
Walmart Supercenter,5350 Clearbrook Village Lane,Roanoke,VA,24014,540-772-3892,,
Walmart Supercenter,4807 Valley View Boulevard NW,Roanoke,VA,24012,540-265-5600,,
Walmart Supercenter,4524 Challenger Avenue,Roanoke,VA,24012,540-977-3945,,
Walmart Neighborhood Market,1942 Port Republic Road,Rockingham,VA,22801,540-282-6951,,
Walmart Supercenter,550 Old Franklin Turnpike,Rocky Mount,VA,24151,540-484-1002,,
Walmart Supercenter,135 Stoneridge Drive,Ruckersville,VA,22968,434-990-6018,,
Walmart Supercenter,1851 W Main Street,Salem,VA,24153,540-375-2919,,
Walmart Supercenter,3471 Old Halifax Road,South Boston,VA,24592,434-575-0680,,
Walmart Supercenter,315 Furr Street,South Hill,VA,23970,434-447-3610,,
Walmart Supercenter,217 Garrisonville Road,Stafford,VA,22554,540-720-0059,,
Walmart Neighborhood Market,14 N Stafford Complex Center,Stafford,VA,22556,540-602-6125,,
Walmart Supercenter,1028 Richmond Avenue,Staunton,VA,24401,540-886-8566,,
Walmart Supercenter,45415 Dulles Crossing Plaza,Sterling,VA,20166,571-434-9434,,
Walmart Supercenter,19265 Jeb Stuart Highway,Stuart,VA,24171,276-694-2520,,
Walmart Supercenter,1200 N Main Street,Suffolk,VA,23434,757-925-0224,,
Walmart Supercenter,6529 College Drive,Suffolk,VA,23435,757-483-8860,,
Walmart Supercenter,1660 Tappahannock Boulevard,Tappahannock,VA,22560,804-443-1188,,
Walmart Supercenter,375 S Main Street,Timberville,VA,22853,540-896-0212,,
Walmart Supercenter,1500 Cornerside Boulevard,Vienna,VA,22182,571-623-3300,,
Walmart Supercenter,657 Phoenix Drive,Virginia Beach,VA,23452,757-498-9633,,
Walmart Supercenter,2021 Lynnhaven Parkway,Virginia Beach,VA,23456,757-416-3480,,
Walmart Supercenter,1149 Nimmo Parkway,Virginia Beach,VA,23456,757-430-1836,,
Walmart Supercenter,4821 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-278-2004,,
Walmart Supercenter,546 First Colonial Road,Virginia Beach,VA,23451,757-364-7416,,
Walmart Neighborhood Market,3201 Holland Road,Virginia Beach,VA,23453,757-821-7674,,
Walmart Neighborhood Market,1832 Kempsville Road,Virginia Beach,VA,23464,757-278-2566,,
Walmart Supercenter,700 James Madison Highway,Warrenton,VA,20186,540-341-3568,,
Walmart Supercenter,116 Lucy Lane,Waynesboro,VA,22980,540-932-2500,,
Walmart Neighborhood Market,1211 W Broad Street,Waynesboro,VA,22980,540-943-4087,,
Walmart Neighborhood Market,4670 Casey Boulevard,Williamsburg,VA,23188,757-603-4600,,
Walmart Supercenter,731 E Rochambeau Drive,Williamsburg,VA,23188,757-220-2772,,
Walmart Supercenter,2350 S Pleasant Valley Road,Winchester,VA,22601,540-667-9111,,
Walmart Supercenter,501 Wal Mart Drive,Winchester,VA,22603,540-545-8730,,
Walmart Supercenter,201 Maranto Manor Drive,Winchester,VA,22602,540-868-5076,,
Walmart Supercenter,14000 Worth Avenue,Woodbridge,VA,22192,703-497-2590,,
Walmart Supercenter,461 W Reservoir Road,Woodstock,VA,22664,540-459-9229,,
Walmart Supercenter,345 Commonwealth Drive,Wytheville,VA,24382,276-228-2190,,
Walmart Supercenter,2601 George Washington Memorial Highway,Yorktown,VA,23693,757-867-8004,,
Yoders Country Market,2105 S Seminole Trail,Madison,VA,27727,540-948-3000,,
